EUI,latitude,longitude,month,daytime_hour,temperature,humidity,solar_irradiation,pressure
BE7A00000000313C,45.17667,19.151683,7,21,20.3,69.1,0,100630.0
BE7A00000000313C,45.17667,19.151683,7,21,20.1,69.1,0,100640.0
BE7A00000000313C,45.17667,19.151683,7,22,19.9,70.5,0,100650.0
BE7A00000000313C,45.17667,19.151683,7,22,19.7,72.2,0,100650.0
BE7A00000000313C,45.17667,19.151683,7,22,19.4,73.6,0,100670.0
BE7A00000000313C,45.17667,19.151683,7,22,19.1,74.4,0,100680.0
BE7A00000000313C,45.17667,19.151683,7,22,19.0,74.4,0,100680.0
BE7A00000000313C,45.17667,19.151683,7,22,18.9,73.0,0,100680.0
BE7A00000000313C,45.17667,19.151683,7,23,18.6,72.6,0,100700.0
BE7A00000000313C,45.17667,19.151683,7,23,18.6,73.1,0,100710.0
BE7A00000000313C,45.17667,19.151683,7,23,18.4,75.3,0,100720.0
BE7A00000000313C,45.17667,19.151683,7,23,18.4,76.6,0,100720.0
BE7A00000000313C,45.17667,19.151683,7,23,18.7,76.4,0,100730.0
BE7A00000000313C,45.17667,19.151683,7,23,18.8,76.6,0,100740.0
BE7A00000000313C,45.17667,19.151683,7,0,18.7,77.8,0,100760.0
BE7A00000000313C,45.17667,19.151683,7,0,18.6,78.7,0,100770.0
BE7A00000000313C,45.17667,19.151683,7,0,18.3,80.2,0,100770.0
BE7A00000000313C,45.17667,19.151683,7,0,18.1,80.0,0,100790.0
BE7A00000000313C,45.17667,19.151683,7,0,18.0,80.2,0,100790.0
BE7A00000000313C,45.17667,19.151683,7,0,17.8,81.1,0,100810.0
BE7A00000000313C,45.17667,19.151683,7,1,17.7,80.8,0,100810.0
BE7A00000000313C,45.17667,19.151683,7,1,17.6,81.3,0,100820.0
BE7A00000000313C,45.17667,19.151683,7,1,17.5,81.9,0,100820.0
BE7A00000000313C,45.17667,19.151683,7,1,17.5,82.0,0,100830.0
BE7A00000000313C,45.17667,19.151683,7,1,17.3,82.8,0,100830.0
BE7A00000000313C,45.17667,19.151683,7,1,17.3,82.5,0,100830.0
BE7A00000000313C,45.17667,19.151683,7,2,17.5,79.4,0,100840.0
BE7A00000000313C,45.17667,19.151683,7,2,18.3,74.2,0,100860.0
BE7A00000000313C,45.17667,19.151683,7,2,19.1,72.6,0,100880.0
BE7A00000000313C,45.17667,19.151683,7,2,19.7,72.4,0,100890.0
BE7A00000000313C,45.17667,19.151683,7,2,19.8,73.0,0,100890.0
BE7A00000000313C,45.17667,19.151683,7,2,19.4,75.5,0,100900.0
BE7A00000000313C,45.17667,19.151683,7,3,19.0,77.0,0,100910.0
BE7A00000000313C,45.17667,19.151683,7,3,18.4,79.0,0,100910.0
BE7A00000000313C,45.17667,19.151683,7,3,18.4,78.6,0,100920.0
BE7A00000000313C,45.17667,19.151683,7,3,18.4,78.4,0,100910.0
BE7A00000000313C,45.17667,19.151683,7,3,18.2,79.2,0,100920.0
BE7A00000000313C,45.17667,19.151683,7,3,17.9,80.4,0,100920.0
BE7A00000000313C,45.17667,19.151683,7,4,17.8,80.4,0,100930.0
BE7A00000000313C,45.17667,19.151683,7,4,18.0,79.6,0,100930.0
BE7A00000000313C,45.17667,19.151683,7,4,18.1,78.6,0,100950.0
BE7A00000000313C,45.17667,19.151683,7,4,18.1,77.9,0,100950.0
